,source,edge_type,target,weight
305,autosomal dominant disease,Disease {} is a type of disease,geleophysic dysplasia 3,7.157443178584799e-05
306,autosomal dominant disease,Disease {} is a type of disease,cataract 32 multiple types,0.0001299630821449
307,autosomal dominant disease,Disease {} is a type of disease,lateral meningocele syndrome,0.000102504476672
308,autosomal dominant disease,Disease {} is a type of disease,Diamond-Blackfan anemia 2,9.761887486092746e-05
309,autosomal dominant disease,Disease {} is a type of disease,Leber congenital amaurosis 11,3.052266038139351e-05
310,autosomal dominant disease,Disease {} is a type of disease,cataract 20 multiple types,0.0001124070840887
311,autosomal dominant disease,Disease {} is a type of disease,Charcot-Marie-Tooth disease dominant intermediate D,4.4099302613176405e-05
312,autosomal dominant disease,Disease {} is a type of disease,epithelial recurrent erosion dystrophy,3.7139077903702855e-05
313,autosomal dominant disease,Disease {} is a type of disease,Noonan syndrome 4,0.0001090283694793
314,autosomal dominant disease,Disease {} is a type of disease,Charcot-Marie-Tooth disease axonal type 2T,3.628123886301182e-05
315,autosomal dominant disease,Disease {} is a type of disease,spondyloepiphyseal dysplasia congenita,3.750208634301089e-05
316,autosomal dominant disease,Disease {} is a type of disease,dominant pericentral pigmentary retinopathy,0.0001644885196583
317,autosomal dominant disease,Disease {} is a type of disease,primary failure of tooth eruption,0.0001327168574789
318,autosomal dominant disease,Disease {} is a type of disease,congenital myasthenic syndrome 18,6.186846439959481e-05
319,autosomal dominant disease,Disease {} is a type of disease,cataract 24,7.703217124799266e-05
320,autosomal dominant disease,Disease {} is a type of disease,congenital myasthenic syndrome 1A,5.346611942513846e-05
321,autosomal dominant disease,Disease {} is a type of disease,retinitis pigmentosa 35,8.910500764613971e-05
322,autosomal dominant disease,Disease {} is a type of disease,cataract 8 multiple types,0.0001256958203157
323,autosomal dominant disease,Disease {} is a type of disease,Grn-related frontotemporal lobar degeneration with Tdp43 inclusions,2.293587749591097e-05
324,autosomal dominant disease,Disease {} is a type of disease,thrombophilia due to HRG deficiency,8.643679757369682e-05
325,autosomal dominant disease,Disease {} is a type of disease,Charcot-Marie-Tooth disease type 1A,7.637862836418208e-06
326,autosomal dominant disease,Disease {} is a type of disease,sepiapterin reductase deficiency,0.0001100958324968
327,autosomal dominant disease,Disease {} is a type of disease,immunodeficiency 11B,0.00012457963021
328,autosomal dominant disease,Disease {} is a type of disease,amelogenesis imperfecta type 4,6.150964327389374e-05
329,autosomal dominant disease,Disease {} is a type of disease,spondylometaphyseal dysplasia Kozlowski type,3.3645901567069814e-05
330,autosomal dominant disease,Disease {} is a type of disease,chromosome 17q11.2 deletion syndrome,5.446251088869758e-05
331,autosomal dominant disease,Disease {} is a type of disease,agammaglobulinemia 8A,5.839601726620458e-05
332,autosomal dominant disease,Disease {} is a type of disease,hereditary sensory and autonomic neuropathy type 1C,4.222203278914094e-05
333,autosomal dominant disease,Disease {} is a type of disease,Noonan syndrome 13,0.0001076854241546
334,autosomal dominant disease,Disease {} is a type of disease,geleophysic dysplasia 2,6.994875002419576e-05
335,autosomal dominant disease,Disease {} is a type of disease,brachydactyly-syndactyly syndrome,5.109691119287163e-05
336,autosomal dominant disease,Disease {} is a type of disease,exudative vitreoretinopathy 7,4.83473704662174e-05
337,autosomal dominant disease,Disease {} is a type of disease,benign familial infantile seizures 5,6.798151298426092e-05
338,autosomal dominant disease,Disease {} is a type of disease,multiple endocrine neoplasia type 1,7.275479583768174e-05
339,autosomal dominant disease,Disease {} is a type of disease,familial encephalopathy with neuroserpin inclusion bodies,6.145382940303534e-05
340,autosomal dominant disease,Disease {} is a type of disease,fibrodysplasia ossificans progressiva,4.824565257877112e-05
341,autosomal dominant disease,Disease {} is a type of disease,Charcot-Marie-Tooth disease type 2B,5.91015441386844e-06
342,autosomal dominant disease,Disease {} is a type of disease,familial partial lipodystrophy type 2,6.60672303638421e-05
343,autosomal dominant disease,Disease {} is a type of disease,"microcephaly with or without chorioretinopathy, lymphedema, or mental retardation",6.365149602061138e-05
344,autosomal dominant disease,Disease {} is a type of disease,fibrochondrogenesis 2,6.449608190450817e-05
345,autosomal dominant disease,Disease {} is a type of disease,retinitis pigmentosa 1,8.021468966035172e-05
346,autosomal dominant disease,Disease {} is a type of disease,Alzheimer's disease 3,0.0001381478941766
347,autosomal dominant disease,Disease {} is a type of disease,Ehlers-Danlos syndrome classic type 2,0.0001055253887898
348,autosomal dominant disease,Disease {} is a type of disease,developmental and epileptic encephalopathy 79,3.157458195346408e-05
349,autosomal dominant disease,Disease {} is a type of disease,familial adult myoclonic epilepsy 2,0.0001352137915091
350,autosomal dominant disease,Disease {} is a type of disease,torsion dystonia 1,8.146027539623901e-05
351,autosomal dominant disease,Disease {} is a type of disease,hypertension and brachydactyly syndrome,0.000129941268824
352,autosomal dominant disease,Disease {} is a type of disease,familial adult myoclonic epilepsy 4,0.0001347442594124
353,autosomal dominant disease,Disease {} is a type of disease,autosomal dominant sideroblastic anemia 4,8.072221680777147e-05
354,autosomal dominant disease,Disease {} is a type of disease,developmental and epileptic encephalopathy 87,3.937387009500526e-05
355,autosomal dominant disease,Disease {} is a type of disease,Ehlers-Danlos syndrome periodontal type 2,9.589487308403476e-05
356,autosomal dominant disease,Disease {} is a type of disease,prothrombin thrombophilia,5.425384733825922e-05
357,autosomal dominant disease,Disease {} is a type of disease,hypogonadotropic hypogonadism 20 with or without anosmia,3.946180731873028e-05
358,autosomal dominant disease,Disease {} is a type of disease,Meier-Gorlin syndrome 6,9.78525131358765e-05
359,autosomal dominant disease,Disease {} is a type of disease,nail-patella syndrome,6.506892532343045e-05
360,autosomal dominant disease,Disease {} is a type of disease,retinitis pigmentosa 87,6.475645932368934e-05
361,autosomal dominant disease,Disease {} is a type of disease,diaphyseal medullary stenosis with malignant fibrous histiocytoma,0.00013262774155
362,autosomal dominant disease,Disease {} is a type of disease,hereditary spastic paraplegia 3A,6.771922926418483e-05
363,autosomal dominant disease,Disease {} is a type of disease,pulmonary venoocclusive disease 1,9.296002826886252e-05
364,autosomal dominant disease,Disease {} is a type of disease,Miura type epiphyseal chondrodysplasia,0.0001053667147061
365,autosomal dominant disease,Disease {} is a type of disease,osteoglophonic dysplasia,6.423082231776789e-05
366,autosomal dominant disease,Disease {} is a type of disease,Charcot-Marie-Tooth disease type 2A1,4.441120381670771e-06
367,autosomal dominant disease,Disease {} is a type of disease,pseudoachondroplasia,3.859929347527213e-05
368,autosomal dominant disease,Disease {} is a type of disease,palmoplantar keratoderma-esophageal carcinoma syndrome,0.000109191496449
369,autosomal dominant disease,Disease {} is a type of disease,Charcot-Marie-Tooth disease type 2DD,6.859654604340904e-06
370,autosomal dominant disease,Disease {} is a type of disease,"46,XY sex reversal 6",2.943371509900317e-05
371,autosomal dominant disease,Disease {} is a type of disease,lissencephaly 1,3.841750367428176e-05
372,autosomal dominant disease,Disease {} is a type of disease,developmental and epileptic encephalopathy 65,3.536272924975492e-05
373,autosomal dominant disease,Disease {} is a type of disease,autosomal dominant craniodiaphyseal dysplasia,0.0001557523355586
374,autosomal dominant disease,Disease {} is a type of disease,immunodeficiency 15A,6.985788786550984e-05
375,autosomal dominant disease,Disease {} is a type of disease,polycystic liver disease,6.300172390183434e-05
376,autosomal dominant disease,Disease {} is a type of disease,EEC syndrome,0.000124113925267
377,autosomal dominant disease,Disease {} is a type of disease,autosomal dominant dyskeratosis congenita 2,4.351689130999148e-05
378,autosomal dominant disease,Disease {} is a type of disease,autosomal dominant Emery-Dreifuss muscular dystrophy 4,3.454152829363011e-05
379,autosomal dominant disease,Disease {} is a type of disease,familial temporal lobe epilepsy 3,6.949240196263418e-05
380,autosomal dominant disease,Disease {} is a type of disease,familial cold autoinflammatory syndrome 4,0.0002493880456313
381,autosomal dominant disease,Disease {} is a type of disease,schizophrenia 7,8.148524648277089e-05
382,autosomal dominant disease,Disease {} is a type of disease,Tatton-Brown-Rahman syndrome,4.967455242876895e-05
383,autosomal dominant disease,Disease {} is a type of disease,congenital adrenal insufficiency,7.071773143252358e-05
384,autosomal dominant disease,Disease {} is a type of disease,nemaline myopathy 4,4.492389780352824e-05
385,autosomal dominant disease,Disease {} is a type of disease,autosomal dominant distal hereditary motor neuronopathy,6.154220318421721e-05
386,autosomal dominant disease,Disease {} is a type of disease,familial visceral amyloidosis,7.062238728394732e-05
387,autosomal dominant disease,Disease {} is a type of disease,long QT syndrome 5,0.0001697144907666
388,autosomal dominant disease,Disease {} is a type of disease,congenital symmetric circumferential skin creases 1,4.790781895280816e-05
389,autosomal dominant disease,Disease {} is a type of disease,Finnish type amyloidosis,4.797675137524493e-05
390,autosomal dominant disease,Disease {} is a type of disease,pachyonychia congenita,7.304373866645619e-05
391,autosomal dominant disease,Disease {} is a type of disease,Koolen de Vries syndrome,6.186201790114865e-05
392,autosomal dominant disease,Disease {} is a type of disease,megalencephalic leukoencephalopathy with subcortical cysts 2B,2.3635931938770227e-05
393,autosomal dominant disease,Disease {} is a type of disease,KINSSHIP syndrome,8.121428254526109e-05
394,autosomal dominant disease,Disease {} is a type of disease,Diamond-Blackfan anemia 16,9.11768220248632e-05
395,autosomal dominant disease,Disease {} is a type of disease,hypogonadotropic hypogonadism 18 with or without anosmia,3.694843690027483e-05
396,autosomal dominant disease,Disease {} is a type of disease,autosomal dominant centronuclear myopathy,6.563800707226619e-05
397,autosomal dominant disease,Disease {} is a type of disease,congenital megabladder,5.631464227917604e-05
398,autosomal dominant disease,Disease {} is a type of disease,hereditary multiple exostoses,0.0001191803239635
399,autosomal dominant disease,Disease {} is a type of disease,hereditary lymphedema IA,6.187459075590596e-05
400,autosomal dominant disease,Disease {} is a type of disease,autosomal dominant Emery-Dreifuss muscular dystrophy 5,3.509981615934521e-05
401,autosomal dominant disease,Disease {} is a type of disease,hypotrichosis 4,5.7929439208237454e-05
402,autosomal dominant disease,Disease {} is a type of disease,D-2-hydroxyglutaric aciduria 2,8.023328700801358e-05
403,autosomal dominant disease,Disease {} is a type of disease,autoimmune lymphoproliferative syndrome type 2A,0.0001088070785044
404,autosomal dominant disease,Disease {} is a type of disease,Cornelia de Lange syndrome 3,9.58350719884038e-05
405,autosomal dominant disease,Disease {} is a type of disease,type 1 diabetes mellitus 2,0.0001664541778154
406,autosomal dominant disease,Disease {} is a type of disease,developmental and epileptic encephalopathy 4,4.5300479541765526e-05
407,autosomal dominant disease,Disease {} is a type of disease,achondrogenesis type II,4.864525180892088e-05
408,autosomal dominant disease,Disease {} is a type of disease,ovarian dysgenesis 8,5.68782961636316e-05
409,autosomal dominant disease,Disease {} is a type of disease,neurodevelopmental disorder with involuntary movements,8.30946009955369e-05
410,autosomal dominant disease,Disease {} is a type of disease,keratosis palmoplantaris striata 2,0.0001574128255015
411,autosomal dominant disease,Disease {} is a type of disease,chromosome 15q25 deletion syndrome,6.190314161358401e-05
412,autosomal dominant disease,Disease {} is a type of disease,cataract 1 multiple types,0.0001432322169421
413,autosomal dominant disease,Disease {} is a type of disease,dilated cardiomyopathy 1LL,0.0001441496715415
414,autosomal dominant disease,Disease {} is a type of disease,exudative vitreoretinopathy 1,5.483095810632221e-05
415,autosomal dominant disease,Disease {} is a type of disease,Alzheimer's disease 2,0.0001419551990693
416,autosomal dominant disease,Disease {} is a type of disease,Diamond-Blackfan anemia 20,9.403485455550252e-05
